	chr2:113468533-113468682	chr2:113468683-113468782	chr2:113468783-113468832	chr2:113468833-113468982	chr2:113468983-113469062	chr2:113469063-113469132	chr2:113469133-113469282	chr2:113469283-113469432	chr2:113469433-113469522	chr2:113469523-113469582	chr2:113469583-113469732	chr2:113469733-113469882	chr2:113469883-113469942	chr2:113469943-113470032	chr2:113470033-113470182	chr2:113470183-113470312	chr2:113470313-113470332	chr2:113470333-113470352	chr2:113470353-113470482	chr2:113470483-113470572	chr2:113470573-113470632	chr2:113470633-113470782	chr2:113470783-113470822	chr2:113470823-113470932	chr2:113470933-113471082	chr2:113471083-113471152	chr2:113471153-113471232	chr2:113471233-113471382	chr2:113471383-113471532	chr2:113471533-113471582	chr2:113471583-113471682	chr2:113471683-113471752	chr2:113471753-113471832	chr2:113471833-113471912	chr2:113471913-113471982	chr2:113471983-113472072	chr2:113472073-113472132	chr2:113472133-113472282	chr2:113472283-113472432	chr2:113472433-113472512	chr2:113472513-113472542	chr2:113472543-113472582	chr2:113472583-113472732	chr2:113472733-113472762	chr2:113472763-113472882	chr2:113472883-113473032	chr2:113473033-113473182	chr2:113473183-113473332	chr2:113473333-113473482	chr2:113473483-113473589	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003819.1.f3c3e31b-1c64-4535-b45d-335af3db233f.fc.signal	0	0	0	0	0	0.112706	0.43863	0.203339	0.00591267	0.08869	0.08869	0.0112341	0	0	0.141237	0.156147	0.008869	0	0	0	0.008869	0.08869	0.15291	0.141033	0.233447	0.16335	0.017738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.259259
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001548.1.2b134afe-2169-4129-971a-ea0bfe539d4a.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0915033
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001893.4.bbfcde86-9029-4200-ba74-fe49f41c4cdf.fc.signal	0.0981126	0.18169	0.18169	0.113859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.158676	0.18169	0.18169	0.0532957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.465146
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001961.2.26f0e8b3-e0d8-467c-92a7-4029668db296.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.800214
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001954.2.18576743-b1b7-40af-bbff-f6570943d6bc.fc.signal	0.092452	0.0429833	0	0.00155085	0.0462612	0.137462	0.178595	0.0338016	0	0	0	0.000281973	0.0334843	0.0775427	0.234038	0.180002	0.0079305	0	0	0	0	0.0366565	0.079305	0.0865626	0.0308232	0.0921449	0.183988	0.201258	0.105247	0.010574	0	0.00604229	0.0983382	0.118958	0.177492	0.20725	0.192094	0.0465256	0	0	0	0	0.0778951	0.10574	0.0656469	0	0	0	0	0	0.640823
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004614.1.c39e9a3f-4177-48c3-969d-01c9bdd4340c.fc.signal	1.5528	0.13802	0	0	0	0.176041	0.492148	0.490514	0.279327	0	0	0	0.0944683	0.2464	0.0607847	0	0	0	0	0.00821933	0.133549	0.188122	0.00616	0.485134	0.230089	0.130325	0.12329	0.0254799	0	0	0	0	0	0	0.133775	0.2464	0.0903647	0	0	0	0	0.264916	0.417378	0.024658	0	0	0	0	0	0	0.902319
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000243.3.2aa5c3df-0722-47d5-82d4-eb34ba16be25.fc.signal	0	0	0	0	0	0.26655	0.696471	0.323388	0	0	0	0	0	0	0.58704	0.62282	0.130609	0	0	0	0	0	0	0	0	0	0.503713	0.74621	0.129354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.707983
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000060.3.baca5345-ebfb-42c5-84f7-5edc7dd83347.fc.signal	0.248618	0.385221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854938
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001005.4.eab1e3dc-c703-4c99-ae4e-8dc704d2f5d0.fc.signal	0.0110987	0	0	0.054106	0.2081	0.240801	0.486954	0.012486	0	0	0	0	0	0.0878644	0.334775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.285394	0.756097	0.39539	0.0319087	0	0	0	0	0	0	0	0	0	0	0	0	0.614545
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000235.3.e77c3456-1902-4dba-839d-200d22c58cf3.fc.signal	0	0	0	0	0	0	0.764377	1.23214	0.435319	0	0	0	0	0	0.397816	0.40184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.931669
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001952.2.afb78491-e0c2-4398-aa2a-4c98b0c4c5b7.fc.signal	0	0	0	0.103692	0.194422	0.148131	0.471791	0.0812254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.207384	0.025923	0.25923	0.0570306	0.425131	0.554746	0.285152	0.0629559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.498212
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002076.1.f14540c7-18af-47fc-8cad-c0291db319dc.fc.signal	0	0	0	0	0.06405	0.9211	0.688893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16226	0.475393	0.39284	0	0	0	0	0.3538	0.365322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001021.4.022f496a-4698-412d-9a82-a0a4b2e56c57.fc.signal	0	0	0	0	0	0	0.176289	0.231838	0.0604606	0	0	0	0	0.0296133	0.128105	0.0879858	0	0	0	0	0	0	0	0	0.0969837	0.0539386	0.181959	0.220738	0.004442	0	0	0	0	0	0.101531	0.181496	0.11105	0.0214697	0	0	0	0	0.114767	0.140711	0.0990196	0	0	0	0	0	0.420266
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000014.2.7af9ccfe-90f7-4be1-af44-ca5e6dca2859.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.429525	0.5727	0.22908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.326693
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001039.6.78755d78-d69c-44bc-a0ab-147f64c5fd5c.fc.signal	0.251363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.763006
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.3012eb3e-9d87-4c93-aaf5-58e99d8aaa84.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.077728	0.247844	0.219129	0.102964	0.184947	0.156968	0.073564	0	0	0	0	0	0	0	0.0982906	0.2219	0.144259	0	0	0	0	0	0	0	0	0	0	0	0	0	0.941452
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003692.4.370f0fb4-0bb1-4fa3-8e1d-75f06bf7b384.fc.signal	0.309248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.821114
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000247.3.669b34b9-68b0-4255-96a0-ec2919c119df.fc.signal	0	0	0	0	0	0	0.0496186	0.48018	0.450836	0	0	0	0.556208	0.955025	1.22601	0.437703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.769492
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003845.2.684cf59d-45fa-449c-93a7-eeeddb7b953b.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0.148729	0.463279	0.137566	0.022498	0	0	0	0	0	0	0	0	0.004821	0.196857	0.253432	0.0892421	0	0	0.065887	0.11249	0.0407776	0.178308	0.33729	0.129348	0	0	0	0	0	0.178484	0.202482	0.00749933	0	0	0	0	0	0.424157
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001249.1.d9084971-3596-46ae-b2c3-b636876ab0cf.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.490909
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004606.2.5946f083-9733-4b0e-bccd-bb3958898b16.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.322229	0.295087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.884518
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000683.3.26047187-2aea-47ae-97b4-1842ebc14e59.fc.signal	0.364771	0.205137	0	0	0	0	0	0	0	0	0	0	0.023579	0.47173	0.2736	0	0	0	0	0	0	0	0.182737	0.23579	0.0613054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12379	0.23579	0.23579	0.106891	0	0	0	0	0	0	0	0.384615
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000059.3.9f15cdcc-7468-4a84-87ee-af65c5fba810.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0598291
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001907.1.856e5189-b10a-47ac-b38e-4f26c4b023ef.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0691647	0.664435	0.20905	0	0.0749515	0.198333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.631579
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003846.4.4522a86a-2cba-459f-b690-5243a5081964.fc.signal	0	0	0	0	0	0.0688671	0.352646	0.151126	0	0	0	0	0	0.10539	0.204738	0	0	0	0	0.032138	0.242134	0.134658	0	0	0	0.0344524	0.391902	0.310799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.863813
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001015.4.b10cb337-bd81-4a63-af04-25443322673f.fc.signal	0	0	0	0	0	0	0.392555	0.0401821	0	0	0	0	0	0	0.157638	0.277293	0.185456	0.0753415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12895	0.23182	0.0656823	0	0	0	0	0	0.121706	0.38869	0.30523	0.208638	0	0	0	0	0	0.521127
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000225.3.a95e03a2-30ba-4d4b-a382-a7406068f4ff.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00826267	0.437845	0.442292	0.12394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24788	0.24788	0.479141	0.305695	0.0809741	0	0	0	0	0	0	0	0	0	0	0	0.699288
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003686.3.0646f25a-515d-4a28-9d49-c5b4db0fa40f.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.206974	0.0401573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.897877
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001852.4.272975fa-d097-445a-8194-d8db0cc814ad.fc.signal	0.181131	0.34649	0.218306	0	0.12565	0.17331	0.0947428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.147865	0.302618	0.103986	0	0	0.0671576	0.17331	0.304432	0.229112	0.17331	0.0080878	0	0	0	0	0	0	0	0	0	0	0	0	0.830941
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000315.2.889e4a07-b630-426b-bca1-6fb4dfed482e.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.794164	0.0691893	0.169514	0.910531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001003.4.e54919a6-4d68-4e57-b8cc-55cfdab84079.fc.signal	0	0	0	0	0	0	0.290375	0.158651	0	0	0	0	0	0.0798009	0.357715	0.0500674	0	0	0	0	0	0	0	0	0	0	0.328303	0.657067	0.0658357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.777778
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003691.3.860bedc9-692c-462c-94be-59ab1fd7c824.fc.signal	0	0	0	0	0	0.00669543	0.39994	0.228872	0.11717	0.00195283	0	0	0	0	0	0	0	0	0	0	0.11717	0.126544	0.11717	0.0404769	0	0.0334771	0.232875	0.328857	0	0	0	0	0	0	0.115496	0.334585	0.333934	0.0804567	0	0	0.0273397	0.213835	0.171849	0	0	0	0	0	0	0	0.892473
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000121.3.a3c721fe-088e-4da8-972b-3d6efe322bd3.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.70826
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000784.3.54e2d258-2a9b-4416-87fd-8933cfcab4dd.fc.signal	0.277449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.201315	0.192821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.773554
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001482.1.101d30ee-3d0e-4afc-808d-754b63702070.fc.signal	0.349272	0.6804	0.176904	0	0.259403	0.3402	0.424116	0.140616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.148472
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000126.3.d0bfbd94-1356-4f3e-90d5-3e35710ea347.fc.signal	0.191654	0.379142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.643382
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001050.8.a3567476-0b5a-4504-b34f-067a636cef5f.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72549
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003837.4.8eb534c9-67c4-4b07-9857-b5e3ae6f9ea5.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0.117565	0.336413	0	0	0	0	0	0	0	0	0	0	0	0.307757	0.717266	0.337805	0	0.0020356	0.392422	0.404408	0.0127225	0.279105	0.384351	0.115351	0	0	0	0	0.193382	0.348645	0.0339267	0	0	0	0	0	0	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001959.2.750a19c1-18ed-49f4-9a40-94442cc932b5.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.735739
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004618.1.fc53d730-659c-4cf2-980a-4c7a71c2d016.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0750421	0.293939	0.166639	0.12743	0.0700865	0	0	0.025486	0.16311	0.12743	0.18767	0.0399281	0.12743	0.275567	0.31008	0.118085	0	0	0	0	0	0	0	0	0	0	0.0111501	0.157164	0.439634	0.355105	0	0	0	0	0	0	0	0.795455
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001957.2.1adc09a2-a510-4845-9331-a4c7f3104a2a.fc.signal	0	0	0	0	0	0.00459543	0.140636	0	0	0	0	0.000294873	0.044231	0.249807	0.279555	0	0	0	0	0	0.0348487	0.108034	0.152807	0.138037	0.0397814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.692708
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000972.6.ea2d9b95-5d31-4111-8903-1138eac02f8d.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.299065
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fa995553-a4c4-46af-820c-813f0732b09d.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.426607	0.220493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.435193
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001906.1.dafab27e-9fa4-4e54-8b12-f34d3390d9ba.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0101823	0.156838	0.233004	0.12445	0.0257197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.731978
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000316.2.4860dab6-2e95-4bbd-9423-b2973a6129f5.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.103333
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003829.4.33447c54-51f2-4852-abc6-ea1c91194a13.fc.signal	0.355379	0.181041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.184404	0.258635	0.353513	0.546604	0.180394	0	0	0	0	0	0.276105	0.402426	0.091521	0	0	0	0.169483	0.681508	0.598078	0	0	0	0	0	0	0	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003818.1.5f689ee3-a1ac-46cd-9df5-204fd2293fe3.fc.signal	0.048165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.839316
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001902.1.0214b245-4175-4c1b-a203-eb8edbfbdf0a.fc.signal	0.192871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.123188
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003804.1.19adda8d-7b9f-4fc8-9f3c-3606862bc9a2.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0656168
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000943.7.af323a26-7686-421e-89db-fa2bad412a32.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.414432	0.00767467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.785824
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001013.4.dd6ee57f-cc2d-4ef9-a0a6-305ef4d04ad5.fc.signal	0	0	0	0	0	0.00523486	0.267589	0.0720665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.128306	0.307965	0	0	0	0	0	0	0	0.881667
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000242.3.8843da7d-cdf7-4888-a714-dd6f9ae96b22.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.659832
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001905.1.01db0809-91fa-4fb8-a9d7-60bc51bd2d7e.fc.signal	0	0	0	0	0	0.129759	0.351479	0.0750348	0	0	0	0	0	0	0	0	0	0	0	0	0	0.132956	0.345555	0.276444	0.059238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0195599
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000310.2.85b669d2-4eb9-499e-8857-891f684c1a1f.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.57951	1.69233	0.423083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0333333
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001460.1.d7a701fb-c20f-449f-b4d2-112bb84c1617.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.224638
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003809.1.9f48ab03-6b70-4ab5-96be-1fd0eefa6fd2.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0.137925	0.22068	0.150798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.128806
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002005.1.e7d5be35-9222-4141-b673-2ac53d316b10.fc.signal	0	0	0	0	0	0	0.287241	0.0830305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.640316
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001891.4.89df7901-62b0-45af-9204-076797d91c40.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.924765
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003830.4.fb9c6ae6-03c8-4296-b2fc-7f376ddf8a74.fc.signal	0.427452	0.277974	0	0	0	0.0160186	0.430414	0.0104655	0	0	0	0.0089704	0.433401	0.978926	0.799604	0.21736	0.22426	0.044852	0	0	0	0	0	0	0.201829	0.406739	0.882685	1.06262	0.316871	0	0	0	0	0	0.15692	0.44834	0.265269	0	0	0	0	0	0.22871	0.418463	0.170064	0	0	0	0	0	0.555785
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001965.2.2738728e-c625-46ab-90a4-80a1e15e2e66.fc.signal	0	0	0	0	0	0	0.742787	0.141156	0	0	0	0	0	0.218912	0.752564	0.290425	0.276215	0.0460175	0	0	0	0	0	0	0	0	0	0.294679	0.387947	0.478767	0.0625838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.591564
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001007.4.930110af-b1d2-43fd-acc9-c2552f92c18b.fc.signal	0	0	0	0	0	0	0.221067	0.129591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003267	0.400207	0.205821	0.160083	0.22869	0.0663201	0	0	0	0	0	0	0	0	0	0.213444	0.45738	0.186001	0	0	0	0	0	0	0	0.703704
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000241.3.e590a556-6181-4b64-8099-0b8ac3706fc6.fc.signal	0	0	0	0	0	0	0.0942435	0.41578	0.339554	0.0173242	0	0	0.190566	0.20789	0.724671	0.584252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.873646
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003402.2.864e3441-10a9-434f-bc8b-9117f89777a3.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.883485
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001011.4.1ac39a15-861c-4951-b231-e7623ea87433.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0.03561	0.10683	0.0897372	0.10683	0.021366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0948116	0.173505	0.158646	0.077155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.90566
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003827.1.901da503-70cf-4026-b479-817005e87735.fc.signal	0.0822139	0	0	0	0	0	0	0	0	0	0	0	0	0.113279	0.171598	0.0224008	0	0	0	0.0603991	0.163497	0.201398	0.211267	0.170419	0.0336509	0.145701	0.380045	0.247371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.83376
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001962.2.a87b3aa3-3079-47ca-a7bd-cbacd583588f.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0113317	0.13075	0.474541	0.181378	0	0.264909	0.559052	0.709957	0.0863334	0.039225	0.284022	0.506956	0.516723	0.26166	0.0610344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.206831
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000974.7.85f89b17-aeba-4a6e-bcd1-5f7463b1eb27.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.801515
