Event,Event type,Total Amount of IHEC Entries,Amount Segments total,Amount Significant Segments Spearman,Upstream,Overlapping Upstream Adjacent,Overlapping Upstream Adjacent + RoI,Overlapping Total Up-Down,Overlapping Downstream Adjacent + RoI,Overlapping Downstream Adjacent,Downstream,Overlap General,Significant Segments Spearman,Class,Rest,Sum
000000000000044_ENSG00000060138.12_SE:chr12:10704148-10709908:10710114-10713211:-_H3K36me3.txt,SE,319,35,33,0,15,1,0,1,16,0,0,"['chr12:10707408-10707557', 'chr12:10707558-10707707', 'chr12:10707858-10708007', 'chr12:10708008-10708157', 'chr12:10708158-10708307', 'chr12:10708308-10708457', 'chr12:10708458-10708607', 'chr12:10708608-10708757', 'chr12:10708758-10708907', 'chr12:10708908-10709057', 'chr12:10709058-10709207', 'chr12:10709208-10709357', 'chr12:10709358-10709507', 'chr12:10709508-10709657', 'chr12:10709658-10709807', 'chr12:10709808-10709957', 'chr12:10710108-10710257', 'chr12:10710258-10710407', 'chr12:10710408-10710557', 'chr12:10710558-10710707', 'chr12:10710708-10710857', 'chr12:10710858-10711007', 'chr12:10711008-10711157', 'chr12:10711158-10711307', 'chr12:10711308-10711457', 'chr12:10711458-10711607', 'chr12:10711608-10711757', 'chr12:10711758-10711907', 'chr12:10711908-10712057', 'chr12:10712058-10712207', 'chr12:10712208-10712357', 'chr12:10712358-10712507', 'chr12:10712508-10712614']",H3K36me3,0.0,33.0
000000000000349_ENSG00000142733.15_SE:chr1:27364394-27364661:27364684-27364773:-_H3K36me3.txt,SE,164,34,1,1,0,0,0,0,0,0,0,['chr1:27363061-27363210'],H3K36me3,0.0,1.0
000000000000460_ENSG00000163513.17_SE:chr3:30606977-30623199:30623273-30644747:+_H3K36me3.txt,SE,354,34,30,0,13,0,0,1,16,0,0,"['chr3:30620699-30620848', 'chr3:30620849-30620998', 'chr3:30620999-30621148', 'chr3:30621149-30621298', 'chr3:30621299-30621448', 'chr3:30621449-30621598', 'chr3:30621599-30621748', 'chr3:30621749-30621898', 'chr3:30621899-30622048', 'chr3:30622199-30622348', 'chr3:30622349-30622498', 'chr3:30622499-30622648', 'chr3:30622649-30622798', 'chr3:30623249-30623398', 'chr3:30623399-30623548', 'chr3:30623549-30623698', 'chr3:30623699-30623848', 'chr3:30623849-30623998', 'chr3:30623999-30624148', 'chr3:30624149-30624298', 'chr3:30624299-30624448', 'chr3:30624449-30624598', 'chr3:30624599-30624748', 'chr3:30624749-30624898', 'chr3:30624899-30625048', 'chr3:30625049-30625198', 'chr3:30625199-30625348', 'chr3:30625349-30625498', 'chr3:30625499-30625648', 'chr3:30625649-30625773']",H3K36me3,0.0,30.0
000000000000545_ENSG00000171603.17_SE:chr1:9736042-9737498:9737554-9741094:-_H3K36me3.txt,SE,323,35,31,6,9,1,0,1,14,0,0,"['chr1:9734998-9735147', 'chr1:9735148-9735297', 'chr1:9735298-9735447', 'chr1:9735448-9735597', 'chr1:9735598-9735747', 'chr1:9735748-9735897', 'chr1:9735898-9736047', 'chr1:9736048-9736197', 'chr1:9736198-9736347', 'chr1:9736348-9736497', 'chr1:9736498-9736647', 'chr1:9736648-9736757', 'chr1:9736758-9736797', 'chr1:9737098-9737247', 'chr1:9737248-9737397', 'chr1:9737398-9737547', 'chr1:9737548-9737697', 'chr1:9737698-9737847', 'chr1:9737848-9737997', 'chr1:9737998-9738147', 'chr1:9738148-9738297', 'chr1:9738298-9738447', 'chr1:9738448-9738597', 'chr1:9738598-9738747', 'chr1:9738898-9739047', 'chr1:9739048-9739197', 'chr1:9739198-9739347', 'chr1:9739348-9739497', 'chr1:9739498-9739647', 'chr1:9739648-9739797', 'chr1:9739798-9739947']",H3K36me3,0.0,31.0
000000000000189_ENSG00000111490.13_SE:chr12:64786045-64787360:64787381-64827835:+_H3K36me3.txt,SE,88,36,3,1,0,0,0,0,2,0,0,"['chr12:64785010-64785159', 'chr12:64787410-64787559', 'chr12:64789510-64789659']",H3K36me3,0.0,3.0
000000000000596_ENSG00000183751.14_RI:chr16:1977054:1977176-1977178:1977284:+_H3K36me3.txt,RI,247,34,29,13,1,0,1,0,1,13,0,"['chr16:1974676-1974825', 'chr16:1974826-1974975', 'chr16:1974976-1975125', 'chr16:1975126-1975275', 'chr16:1975276-1975425', 'chr16:1975426-1975575', 'chr16:1975576-1975725', 'chr16:1975726-1975875', 'chr16:1976176-1976325', 'chr16:1976326-1976475', 'chr16:1976476-1976625', 'chr16:1976626-1976775', 'chr16:1976776-1976925', 'chr16:1976926-1977075', 'chr16:1977076-1977225', 'chr16:1977226-1977375', 'chr16:1977526-1977675', 'chr16:1977676-1977825', 'chr16:1977826-1977975', 'chr16:1977976-1978125', 'chr16:1978126-1978275', 'chr16:1978426-1978575', 'chr16:1978576-1978725', 'chr16:1978726-1978875', 'chr16:1978876-1979025', 'chr16:1979026-1979175', 'chr16:1979326-1979475', 'chr16:1979476-1979625', 'chr16:1979626-1979678']",H3K36me3,0.0,29.0
000000000000141_ENSG00000104980.7_SE:chr19:7938197-7941102:7941197-7943607:-_H3K36me3.txt,SE,277,35,5,0,4,0,0,0,1,0,0,"['chr19:7939652-7939741', 'chr19:7939742-7939801', 'chr19:7940552-7940701', 'chr19:7940852-7941001', 'chr19:7941602-7941751']",H3K36me3,0.0,5.0
000000000000151_ENSG00000105983.20_SE:chr7:156734257-156736493:156736615-156756393:-_H3K36me3.txt,SE,334,35,1,0,0,0,0,0,1,0,0,['chr7:156738343-156738492'],H3K36me3,0.0,1.0
000000000000437_ENSG00000159314.11_SE:chr17:45404096-45404269:45404334-45404445:-_H3K36me3.txt,SE,324,34,34,15,1,1,0,1,0,16,0,"['chr17:45401769-45401918', 'chr17:45401919-45402068', 'chr17:45402069-45402218', 'chr17:45402219-45402368', 'chr17:45402369-45402518', 'chr17:45402519-45402668', 'chr17:45402669-45402818', 'chr17:45402819-45402968', 'chr17:45402969-45403118', 'chr17:45403119-45403268', 'chr17:45403269-45403418', 'chr17:45403419-45403568', 'chr17:45403569-45403718', 'chr17:45403719-45403868', 'chr17:45403869-45404018', 'chr17:45404019-45404168', 'chr17:45404169-45404318', 'chr17:45404319-45404468', 'chr17:45404469-45404618', 'chr17:45404619-45404768', 'chr17:45404769-45404918', 'chr17:45404919-45405068', 'chr17:45405069-45405218', 'chr17:45405219-45405368', 'chr17:45405369-45405518', 'chr17:45405519-45405668', 'chr17:45405669-45405818', 'chr17:45405819-45405968', 'chr17:45405969-45406118', 'chr17:45406119-45406268', 'chr17:45406269-45406418', 'chr17:45406419-45406568', 'chr17:45406569-45406718', 'chr17:45406719-45406834']",H3K36me3,0.0,34.0
000000000000570_ENSG00000175449.13_SE:chr5:95652331-95653117:95653214-95654061:+_H3K36me3.txt,SE,126,34,0,0,0,0,0,0,0,0,0,[],H3K36me3,0.0,0.0
000000000000479_ENSG00000164631.18_RI:chr7:6688433:6692487-6692602:6692703:-_H3K36me3.txt,RI,344,35,8,0,7,0,0,0,0,1,0,"['chr7:6689987-6690136', 'chr7:6690137-6690286', 'chr7:6690287-6690436', 'chr7:6690437-6690586', 'chr7:6690587-6690736', 'chr7:6690737-6690886', 'chr7:6691187-6691336', 'chr7:6694037-6694186']",H3K36me3,0.0,8.0
000000000000342_ENSG00000141338.13_SE:chr17:68918185-68918427:68918546-68919301:-_H3K36me3.txt,SE,92,37,31,15,1,1,0,1,3,10,0,"['chr17:68915927-68916076', 'chr17:68916077-68916226', 'chr17:68916227-68916376', 'chr17:68916377-68916526', 'chr17:68916527-68916676', 'chr17:68916677-68916826', 'chr17:68916827-68916976', 'chr17:68916977-68917126', 'chr17:68917127-68917276', 'chr17:68917277-68917426', 'chr17:68917427-68917576', 'chr17:68917577-68917726', 'chr17:68917727-68917876', 'chr17:68917877-68918026', 'chr17:68918027-68918176', 'chr17:68918177-68918326', 'chr17:68918327-68918476', 'chr17:68918477-68918626', 'chr17:68918927-68919076', 'chr17:68919077-68919226', 'chr17:68919227-68919376', 'chr17:68919377-68919526', 'chr17:68919527-68919676', 'chr17:68919977-68920126', 'chr17:68920127-68920276', 'chr17:68920277-68920426', 'chr17:68920427-68920576', 'chr17:68920577-68920676', 'chr17:68920677-68920726', 'chr17:68920727-68920816', 'chr17:68920817-68920876']",H3K36me3,0.0,31.0
000000000000626_ENSG00000188283.11_SE:chr19:37219749-37224818:37224939-37230409:+_H3K36me3.txt,SE,212,36,18,0,1,1,0,1,15,0,0,"['chr19:37223218-37223367', 'chr19:37224718-37224867', 'chr19:37224868-37225017', 'chr19:37225018-37225167', 'chr19:37225168-37225317', 'chr19:37225318-37225467', 'chr19:37225468-37225617', 'chr19:37225618-37225767', 'chr19:37225768-37225917', 'chr19:37226068-37226217', 'chr19:37226218-37226367', 'chr19:37226368-37226517', 'chr19:37226518-37226667', 'chr19:37226818-37226967', 'chr19:37226968-37227027', 'chr19:37227028-37227117', 'chr19:37227118-37227267', 'chr19:37227268-37227417']",H3K36me3,0.0,18.0
000000000000525_ENSG00000168702.17_SE:chr2:140233326-140234786:140234884-140238152:-_H3K36me3.txt,SE,45,34,0,0,0,0,0,0,0,0,0,[],H3K36me3,0.0,0.0
000000000000532_ENSG00000169994.18_SE:chr2:127610016-127612250:127612327-127612476:+_H3K36me3.txt,SE,61,35,17,1,8,1,0,1,1,5,0,"['chr2:127609750-127609899', 'chr2:127609900-127610049', 'chr2:127611100-127611249', 'chr2:127611250-127611399', 'chr2:127611400-127611549', 'chr2:127611550-127611699', 'chr2:127611700-127611849', 'chr2:127611850-127611999', 'chr2:127612000-127612149', 'chr2:127612150-127612299', 'chr2:127612300-127612449', 'chr2:127612450-127612599', 'chr2:127612600-127612749', 'chr2:127613350-127613499', 'chr2:127614400-127614549', 'chr2:127614550-127614699', 'chr2:127614700-127614827']",H3K36me3,0.0,17.0
000000000000156_ENSG00000106536.19_SE:chr7:39340015-39406600:39406740-39433077:+_H3K36me3.txt,SE,6,104,8,0,4,0,0,0,4,0,0,"['chr7:39405420-39405449', 'chr7:39405450-39405489', 'chr7:39406350-39406429', 'chr7:39406430-39406459', 'chr7:39406990-39407039', 'chr7:39408460-39408539', 'chr7:39409130-39409139', 'chr7:39409140-39409189']",H3K36me3,0.0,8.0
000000000000275_ENSG00000132199.19_RI:chr18:670324:673076-674161:674406:-_H3K36me3.txt,RI,98,42,7,0,0,0,0,1,2,1,3,"['chr18:673276-673425', 'chr18:673426-673575', 'chr18:673576-673725', 'chr18:674026-674175', 'chr18:674176-674325', 'chr18:674326-674475', 'chr18:676576-676661']",H3K36me3,0.0,4.0
000000000000544_ENSG00000171456.18_SE:chr20:32366466-32367727:32367729-32369015:+_H3K36me3.txt,SE,349,34,5,0,0,0,0,0,4,1,0,"['chr20:32367927-32368076', 'chr20:32368227-32368376', 'chr20:32368377-32368526', 'chr20:32368527-32368676', 'chr20:32370177-32370229']",H3K36me3,0.0,5.0
000000000000140_ENSG00000104980.7_SE:chr19:7927767-7928077:7928166-7931138:-_H3K36me3.txt,SE,286,35,21,9,2,1,0,0,9,0,0,"['chr19:7925577-7925726', 'chr19:7926247-7926326', 'chr19:7926327-7926476', 'chr19:7926477-7926626', 'chr19:7926627-7926776', 'chr19:7926777-7926926', 'chr19:7927227-7927376', 'chr19:7927377-7927526', 'chr19:7927527-7927676', 'chr19:7927677-7927826', 'chr19:7927827-7927976', 'chr19:7927977-7928126', 'chr19:7928577-7928726', 'chr19:7928727-7928876', 'chr19:7928877-7929026', 'chr19:7929027-7929176', 'chr19:7929177-7929326', 'chr19:7929327-7929476', 'chr19:7929477-7929626', 'chr19:7929627-7929776', 'chr19:7929777-7929926']",H3K36me3,0.0,21.0
000000000000567_ENSG00000175161.13_SE:chr3:85961647-85979164:85979283-86065605:+_H3K36me3.txt,SE,41,35,2,0,0,0,0,0,2,0,0,"['chr3:85981614-85981763', 'chr3:85981764-85981783']",H3K36me3,0.0,2.0
000000000000257_ENSG00000127603.25_SE:chr1:39427614-39427961:39428287-39429242:+_H3K36me3.txt,SE,351,37,1,0,0,0,0,0,0,0,1,['chr1:39428011-39428160'],H3K36me3,0.0,0.0
000000000000112_ENSG00000100599.15_RI:chr14:92651582:92651943-92652160:92653075:+_H3K36me3.txt,RI,277,36,9,4,1,0,0,0,0,4,0,"['chr14:92650043-92650192', 'chr14:92650193-92650342', 'chr14:92651243-92651392', 'chr14:92651393-92651542', 'chr14:92651543-92651692', 'chr14:92653793-92653942', 'chr14:92653943-92654092', 'chr14:92654093-92654242', 'chr14:92654323-92654392']",H3K36me3,0.0,9.0
000000000000045_ENSG00000061273.17_SE:chr12:47795767-47795906:47796016-47796207:-_H3K36me3.txt,SE,316,35,33,15,1,1,0,1,1,14,0,"['chr12:47793406-47793555', 'chr12:47793556-47793705', 'chr12:47793706-47793855', 'chr12:47793856-47794005', 'chr12:47794006-47794155', 'chr12:47794156-47794305', 'chr12:47794306-47794455', 'chr12:47794456-47794605', 'chr12:47794606-47794755', 'chr12:47794756-47794905', 'chr12:47794906-47795055', 'chr12:47795056-47795205', 'chr12:47795206-47795355', 'chr12:47795356-47795505', 'chr12:47795506-47795655', 'chr12:47795656-47795805', 'chr12:47795806-47795955', 'chr12:47795956-47796105', 'chr12:47796106-47796255', 'chr12:47796256-47796405', 'chr12:47796556-47796705', 'chr12:47796706-47796855', 'chr12:47796856-47797005', 'chr12:47797006-47797155', 'chr12:47797156-47797305', 'chr12:47797306-47797455', 'chr12:47797456-47797605', 'chr12:47797606-47797755', 'chr12:47797906-47798055', 'chr12:47798056-47798205', 'chr12:47798206-47798355', 'chr12:47798356-47798505', 'chr12:47798506-47798516']",H3K36me3,0.0,33.0
000000000000371_ENSG00000145388.14_SE:chr4:118704051-118705611:118705821-118709998:+_H3K36me3.txt,SE,334,35,6,0,2,0,0,0,4,0,0,"['chr4:118705211-118705360', 'chr4:118705361-118705510', 'chr4:118706711-118706860', 'chr4:118707311-118707460', 'chr4:118707461-118707610', 'chr4:118707911-118708060']",H3K36me3,0.0,6.0
000000000000053_ENSG00000067066.16_SE:chr2:230506445-230507993:230508031-230511125:+_H3K36me3.txt,SE,336,34,16,4,7,0,1,0,4,0,0,"['chr2:230505493-230505642', 'chr2:230505643-230505792', 'chr2:230505793-230505942', 'chr2:230505943-230506092', 'chr2:230506393-230506542', 'chr2:230506543-230506692', 'chr2:230506693-230506842', 'chr2:230506843-230506992', 'chr2:230507443-230507592', 'chr2:230507593-230507742', 'chr2:230507743-230507892', 'chr2:230507893-230508042', 'chr2:230508043-230508192', 'chr2:230509093-230509242', 'chr2:230509243-230509392', 'chr2:230509843-230509992']",H3K36me3,0.0,16.0
000000000000451_ENSG00000163001.11_SE:chr2:55519916-55520405:55520479-55522102:+_H3K36me3.txt,SE,324,34,16,6,0,0,0,1,6,3,0,"['chr2:55518205-55518354', 'chr2:55518355-55518504', 'chr2:55518805-55518954', 'chr2:55518955-55519104', 'chr2:55519405-55519554', 'chr2:55519555-55519704', 'chr2:55520455-55520604', 'chr2:55520605-55520754', 'chr2:55521055-55521204', 'chr2:55521205-55521354', 'chr2:55521355-55521504', 'chr2:55521655-55521804', 'chr2:55521955-55522104', 'chr2:55522105-55522254', 'chr2:55522255-55522404', 'chr2:55522855-55522979']",H3K36me3,0.0,16.0
000000000000547_ENSG00000171763.18_SE:chr15:45410530-45414571:45414780-45415587:+_H3K36me3.txt,SE,273,35,23,0,15,1,0,0,2,4,1,"['chr15:45412071-45412220', 'chr15:45412221-45412370', 'chr15:45412371-45412520', 'chr15:45412521-45412670', 'chr15:45412671-45412820', 'chr15:45412821-45412970', 'chr15:45412971-45413120', 'chr15:45413121-45413270', 'chr15:45413271-45413420', 'chr15:45413421-45413570', 'chr15:45413571-45413720', 'chr15:45413721-45413870', 'chr15:45413871-45414020', 'chr15:45414021-45414170', 'chr15:45414171-45414320', 'chr15:45414471-45414620', 'chr15:45414621-45414770', 'chr15:45415221-45415370', 'chr15:45415371-45415520', 'chr15:45416271-45416420', 'chr15:45416571-45416720', 'chr15:45416871-45417020', 'chr15:45417021-45417170']",H3K36me3,0.0,22.0
000000000000085_ENSG00000089101.17_SE:chr20:20188056-20191342:20191419-20196570:+_H3K36me3.txt,SE,7,90,2,0,2,0,0,0,0,0,0,"['chr20:20190532-20190581', 'chr20:20191242-20191281']",H3K36me3,0.0,2.0
000000000000291_ENSG00000134762.16_SE:chr18:30994372-30994454:30994496-30996791:-_H3K36me3.txt,SE,35,39,0,0,0,0,0,0,0,0,0,[],H3K36me3,0.0,0.0
000000000000035_ENSG00000048052.21_SE:chr7:18594029-18629350:18629481-18634627:+_H3K36me3.txt,SE,235,35,32,0,15,0,0,1,16,0,0,"['chr7:18626850-18626999', 'chr7:18627000-18627149', 'chr7:18627150-18627299', 'chr7:18627300-18627449', 'chr7:18627450-18627599', 'chr7:18627750-18627899', 'chr7:18627900-18628049', 'chr7:18628050-18628199', 'chr7:18628200-18628349', 'chr7:18628350-18628499', 'chr7:18628500-18628649', 'chr7:18628650-18628799', 'chr7:18628800-18628949', 'chr7:18628950-18629099', 'chr7:18629100-18629249', 'chr7:18629400-18629549', 'chr7:18629550-18629699', 'chr7:18629700-18629849', 'chr7:18629850-18629999', 'chr7:18630000-18630149', 'chr7:18630150-18630299', 'chr7:18630300-18630449', 'chr7:18630450-18630599', 'chr7:18630600-18630749', 'chr7:18630750-18630899', 'chr7:18630900-18631049', 'chr7:18631050-18631199', 'chr7:18631200-18631349', 'chr7:18631350-18631499', 'chr7:18631500-18631649', 'chr7:18631650-18631799', 'chr7:18631950-18631981']",H3K36me3,0.0,32.0
000000000000464_ENSG00000163629.12_SE:chr4:86751124-86753009:86753065-86758260:+_H3K36me3.txt,SE,118,35,27,1,10,1,0,1,14,0,0,"['chr4:86750809-86750958', 'chr4:86751109-86751258', 'chr4:86751709-86751788', 'chr4:86751789-86751858', 'chr4:86751859-86752008', 'chr4:86752009-86752158', 'chr4:86752159-86752308', 'chr4:86752309-86752458', 'chr4:86752459-86752608', 'chr4:86752609-86752758', 'chr4:86752759-86752908', 'chr4:86752909-86753058', 'chr4:86753059-86753208', 'chr4:86753209-86753358', 'chr4:86753359-86753508', 'chr4:86753509-86753658', 'chr4:86753659-86753808', 'chr4:86753959-86754108', 'chr4:86754109-86754258', 'chr4:86754409-86754558', 'chr4:86754559-86754708', 'chr4:86754709-86754858', 'chr4:86754859-86755008', 'chr4:86755009-86755158', 'chr4:86755159-86755308', 'chr4:86755309-86755458', 'chr4:86755459-86755565']",H3K36me3,0.0,27.0
000000000000689_ENSG00000278540.4_SE:chr17:37162050-37179260:37179406-37181201:-_H3K36me3.txt,SE,299,36,25,0,10,0,0,0,11,4,0,"['chr17:37176910-37177059', 'chr17:37177060-37177209', 'chr17:37177210-37177359', 'chr17:37177810-37177959', 'chr17:37177960-37178109', 'chr17:37178110-37178259', 'chr17:37178260-37178409', 'chr17:37178410-37178559', 'chr17:37178860-37179009', 'chr17:37179010-37179159', 'chr17:37179460-37179609', 'chr17:37179610-37179759', 'chr17:37179760-37179909', 'chr17:37179910-37180059', 'chr17:37180060-37180209', 'chr17:37180210-37180359', 'chr17:37180360-37180509', 'chr17:37180510-37180659', 'chr17:37180660-37180809', 'chr17:37180810-37180959', 'chr17:37180960-37181109', 'chr17:37181260-37181409', 'chr17:37181410-37181559', 'chr17:37181710-37181759', 'chr17:37181860-37181906']",H3K36me3,0.0,25.0
000000000000122_ENSG00000102984.14_SE:chr16:71860672-71861776:71861942-71864138:-_H3K36me3.txt,SE,186,37,0,0,0,0,0,0,0,0,0,[],H3K36me3,0.0,0.0
000000000000114_ENSG00000101096.19_SE:chr20:51391451-51398643:51398730-51432067:-_H3K36me3.txt,SE,211,34,0,0,0,0,0,0,0,0,0,[],H3K36me3,0.0,0.0
000000000000497_ENSG00000166199.12_SE:chr11:43889828-43892041:43892129-43901516:+_H3K36me3.txt,SE,326,34,4,0,4,0,0,0,0,0,0,"['chr11:43889691-43889840', 'chr11:43889841-43889990', 'chr11:43891641-43891790', 'chr11:43891791-43891940']",H3K36me3,0.0,4.0
000000000000492_ENSG00000165905.17_RI:chr11:45922821:45922964-45923058:45923167:+_H3K36me3.txt,RI,91,38,25,9,1,1,0,0,0,14,0,"['chr11:45920464-45920613', 'chr11:45920614-45920763', 'chr11:45920764-45920913', 'chr11:45920914-45921063', 'chr11:45921064-45921213', 'chr11:45921214-45921363', 'chr11:45921364-45921513', 'chr11:45921964-45922113', 'chr11:45922564-45922713', 'chr11:45922714-45922863', 'chr11:45922864-45923013', 'chr11:45923314-45923463', 'chr11:45923464-45923613', 'chr11:45923794-45923823', 'chr11:45924014-45924063', 'chr11:45924064-45924213', 'chr11:45924214-45924363', 'chr11:45924364-45924513', 'chr11:45924514-45924663', 'chr11:45924664-45924813', 'chr11:45924814-45924963', 'chr11:45924964-45925113', 'chr11:45925114-45925263', 'chr11:45925264-45925413', 'chr11:45925414-45925558']",H3K36me3,0.0,25.0
000000000000258_ENSG00000127603.25_SE:chr1:39463686-39465095:39465112-39468615:+_H3K36me3.txt,SE,357,34,31,7,8,0,1,0,15,0,0,"['chr1:39462595-39462744', 'chr1:39462745-39462894', 'chr1:39462895-39463044', 'chr1:39463045-39463194', 'chr1:39463195-39463344', 'chr1:39463345-39463494', 'chr1:39463495-39463644', 'chr1:39463645-39463794', 'chr1:39463795-39463944', 'chr1:39463945-39464094', 'chr1:39464095-39464244', 'chr1:39464245-39464394', 'chr1:39464395-39464544', 'chr1:39464545-39464694', 'chr1:39464845-39464994', 'chr1:39464995-39465144', 'chr1:39465145-39465294', 'chr1:39465295-39465444', 'chr1:39465445-39465594', 'chr1:39465595-39465744', 'chr1:39465745-39465894', 'chr1:39465895-39466044', 'chr1:39466045-39466194', 'chr1:39466195-39466344', 'chr1:39466345-39466494', 'chr1:39466495-39466644', 'chr1:39466645-39466794', 'chr1:39466795-39466944', 'chr1:39466945-39467094', 'chr1:39467395-39467544', 'chr1:39467545-39467612']",H3K36me3,0.0,31.0
000000000000065_ENSG00000076108.11_RI:chr12:56615014:56615128-56615219:56615607:-_H3K36me3.txt,RI,353,34,30,12,1,1,0,1,2,13,0,"['chr12:56612628-56612777', 'chr12:56612778-56612927', 'chr12:56612928-56613077', 'chr12:56613078-56613227', 'chr12:56613378-56613527', 'chr12:56613678-56613827', 'chr12:56613828-56613977', 'chr12:56613978-56614127', 'chr12:56614128-56614277', 'chr12:56614428-56614577', 'chr12:56614578-56614727', 'chr12:56614728-56614877', 'chr12:56614878-56615027', 'chr12:56615028-56615177', 'chr12:56615178-56615327', 'chr12:56615328-56615477', 'chr12:56615478-56615627', 'chr12:56615778-56615927', 'chr12:56615928-56616077', 'chr12:56616078-56616227', 'chr12:56616228-56616377', 'chr12:56616378-56616527', 'chr12:56616528-56616677', 'chr12:56616678-56616827', 'chr12:56616828-56616977', 'chr12:56616978-56617127', 'chr12:56617128-56617277', 'chr12:56617278-56617427', 'chr12:56617428-56617577', 'chr12:56617578-56617719']",H3K36me3,0.0,30.0
000000000000426_ENSG00000156170.12_SE:chr8:94895927-94945483:94945619-94957995:+_H3K36me3.txt,SE,75,35,3,0,2,0,0,0,1,0,0,"['chr8:94944333-94944482', 'chr8:94944483-94944632', 'chr8:94946583-94946732']",H3K36me3,0.0,3.0
000000000000530_ENSG00000169885.9_SE:chr1:1915307-1915685:1915735-1916441:+_H3K36me3.txt,SE,7,58,1,0,0,0,0,0,1,0,0,['chr1:1915825-1915884'],H3K36me3,0.0,1.0
000000000000592_ENSG00000183323.12_RI:chr5:69320237:69320345-69320465:69320580:-_H3K36me3.txt,RI,304,35,6,3,0,0,0,0,0,3,0,"['chr5:69318295-69318444', 'chr5:69318445-69318594', 'chr5:69319345-69319494', 'chr5:69320695-69320844', 'chr5:69320845-69320994', 'chr5:69321445-69321594']",H3K36me3,0.0,6.0
000000000000276_ENSG00000132359.14_SE:chr17:2957794-2962670:2962714-2963430:+_H3K36me3.txt,SE,263,35,33,0,15,0,1,0,5,12,0,"['chr17:2960170-2960319', 'chr17:2960320-2960469', 'chr17:2960470-2960619', 'chr17:2960620-2960769', 'chr17:2960770-2960919', 'chr17:2960920-2961069', 'chr17:2961370-2961519', 'chr17:2961520-2961669', 'chr17:2961670-2961819', 'chr17:2961820-2961889', 'chr17:2961890-2961969', 'chr17:2961970-2962119', 'chr17:2962120-2962269', 'chr17:2962270-2962419', 'chr17:2962420-2962569', 'chr17:2962570-2962719', 'chr17:2962720-2962869', 'chr17:2962870-2963019', 'chr17:2963020-2963169', 'chr17:2963170-2963319', 'chr17:2963320-2963469', 'chr17:2963470-2963619', 'chr17:2963620-2963769', 'chr17:2963770-2963919', 'chr17:2963920-2964069', 'chr17:2964070-2964219', 'chr17:2964220-2964369', 'chr17:2964370-2964519', 'chr17:2964520-2964669', 'chr17:2964670-2964819', 'chr17:2964820-2964969', 'chr17:2964970-2965119', 'chr17:2965120-2965214']",H3K36me3,0.0,33.0
000000000000175_ENSG00000109625.18_SE:chr4:8592921-8599453:8599485-8601123:+_H3K36me3.txt,SE,65,36,6,0,6,0,0,0,0,0,0,"['chr4:8598003-8598152', 'chr4:8598453-8598602', 'chr4:8598603-8598752', 'chr4:8598753-8598902', 'chr4:8598903-8599052', 'chr4:8599053-8599202']",H3K36me3,0.0,6.0
000000000000373_ENSG00000146067.15_SE:chr5:177525205-177531282:177531521-177532443:-_H3K36me3.txt,SE,342,36,35,0,16,1,0,1,6,10,1,"['chr5:177528782-177528931', 'chr5:177528932-177529081', 'chr5:177529082-177529231', 'chr5:177529232-177529381', 'chr5:177529382-177529531', 'chr5:177529532-177529681', 'chr5:177529682-177529831', 'chr5:177529832-177529981', 'chr5:177529982-177530131', 'chr5:177530132-177530281', 'chr5:177530282-177530431', 'chr5:177530432-177530581', 'chr5:177530582-177530731', 'chr5:177530732-177530881', 'chr5:177530882-177531031', 'chr5:177531032-177531181', 'chr5:177531182-177531331', 'chr5:177531332-177531481', 'chr5:177531482-177531631', 'chr5:177531632-177531781', 'chr5:177531782-177531931', 'chr5:177531932-177532081', 'chr5:177532082-177532231', 'chr5:177532232-177532381', 'chr5:177532382-177532531', 'chr5:177532532-177532681', 'chr5:177532682-177532831', 'chr5:177532832-177532981', 'chr5:177532982-177533131', 'chr5:177533132-177533281', 'chr5:177533282-177533431', 'chr5:177533512-177533581', 'chr5:177533582-177533731', 'chr5:177533732-177533881', 'chr5:177533882-177534021']",H3K36me3,0.0,34.0
000000000000606_ENSG00000185187.12_SE:chr11:406538-406843:406993-407062:-_H3K36me3.txt,SE,332,37,34,14,2,1,0,1,1,15,0,"['chr11:404343-404492', 'chr11:404493-404642', 'chr11:404643-404792', 'chr11:404793-404942', 'chr11:404943-405092', 'chr11:405093-405242', 'chr11:405243-405392', 'chr11:405393-405542', 'chr11:405543-405692', 'chr11:405693-405842', 'chr11:405843-405992', 'chr11:405993-406142', 'chr11:406143-406292', 'chr11:406293-406442', 'chr11:406443-406592', 'chr11:406593-406742', 'chr11:406743-406892', 'chr11:406893-407042', 'chr11:407043-407142', 'chr11:407413-407492', 'chr11:407493-407642', 'chr11:407643-407792', 'chr11:407793-407942', 'chr11:407943-408092', 'chr11:408093-408242', 'chr11:408243-408392', 'chr11:408393-408542', 'chr11:408543-408692', 'chr11:408693-408842', 'chr11:408843-408992', 'chr11:408993-409142', 'chr11:409143-409292', 'chr11:409293-409442', 'chr11:409443-409493']",H3K36me3,0.0,34.0
000000000000041_ENSG00000053747.16_SE:chr18:23951777-23952990:23953109-23954503:+_H3K36me3.txt,SE,95,37,0,0,0,0,0,0,0,0,0,[],H3K36me3,0.0,0.0
